code,isco08Code,source,nameTr,nameEn
7321,7321,Isco08,Baskı öncesi teknisyenleri,Pre-press Technicians
7322,7322,Isco08,Matbaacılar,Printers
7323,7323,Isco08,Baskı sonrası ve ciltleme işçileri,Print Finishing and Binding Workers
7411,7411,Isco08,Bina elektrikçileri ve ilgili elektrikçiler,Building and Related Electricians
7412,7412,Isco08,Elektrik mekanikerleri ve montajcıları,Electrical Mechanics and Fitters
7413,7413,Isco08,Elektrik hattı tesisatçıları ve tamircileri,Electrical Line Installers and Repairers
7421,7421,Isco08,Elektronik mekanikerleri ve servis elemanları,Electronics Mechanics and Servicers
7422,7422,Isco08,Bilgi ve iletişim teknolojileri montaj ve servis elemanları,Information and Communications Technology Installers and Servicers
7511,7511,Isco08,"Kasaplar, balıkçılar ve ilgili gıda hazırlayıcıları","Butchers, Fishmongers and Related Food Preparers"
7512,7512,Isco08,"Fırıncılar, pastacılar ve şekerlemeciler","Bakers, Pastry-cooks and Confectionery Makers"
7513,7513,Isco08,Süt ürünleri yapımcıları,Dairy Products Makers
7514,7514,Isco08,"Meyve, sebze ve ilgili ürün konserveciler","Fruit, Vegetable and Related Preservers"
7515,7515,Isco08,Gıda ve içecek tadımcıları ve sınıflandırıcıları,Food and Beverage Tasters and Graders
7516,7516,Isco08,Tütün hazırlayıcıları ve tütün ürünleri yapımcıları,Tobacco Preparers and Tobacco Products Makers
7521,7521,Isco08,Ahşap işlemcileri (emprenyeciler),Wood Treaters
7522,7522,Isco08,Mobilya ustaları ve ilgili çalışanlar,Cabinet-makers and Related Workers
7523,7523,Isco08,Ahşap işleme tezgâhı ayarlayıcıları ve operatörleri,Woodworking Machine Tool Setters and Operators
7531,7531,Isco08,"Terziler, kadın terzileri, kürkçüler ve şapkacılar","Tailors, Dressmakers, Furriers and Hatters"
7532,7532,Isco08,Giysi ve ilgili ürün kalıpçıları ve kesicileri,Garment and Related Patternmakers and Cutters
7533,7533,Isco08,"Dikiş, nakış ve ilgili işler çalışanları","Sewing, Embroidery and Related Workers"
7534,7534,Isco08,Döşemeciler ve ilgili çalışanlar,Upholsterers and Related Workers
7535,7535,Isco08,Deri ve post işleyicileri (tabaklayıcılar),"Pelt Dressers, Tanners and Fellmongers"
7536,7536,Isco08,Ayakkabıcılar ve ilgili çalışanlar,Shoemakers and Related Workers
7541,7541,Isco08,Sualtı dalgıçları,Underwater Divers
7542,7542,Isco08,Ateşleyiciler ve patlatma işçileri,Shotfirers and Blasters
7543,7543,Isco08,Ürün sınıflandırıcıları ve test ediciler (gıda ve içecek hariç),Product Graders and Testers (except Foods and Beverages)
7544,7544,Isco08,İlaçlamacılar ve diğer zararlı ve yabani ot kontrolcüleri,Fumigators and Other Pest and Weed Controllers
7549,7549,Isco08,Sanatkârlar ve ilgili işlerde çalışanlar (bys),Craft and Related Workers Not Elsewhere Classified
8111,8111,Isco08,Madenciler ve taş ocağı işçileri,Miners and Quarriers
8112,8112,Isco08,Mineral ve taş işleme tesisi operatörleri,Mineral and Stone Processing Plant Operators
8113,8113,Isco08,Kuyu sondajcıları ve ilgili çalışanlar,Well Drillers and Borers and Related Workers
8114,8114,Isco08,"Çimento, taş ve diğer mineral ürünleri makine operatörleri","Cement, Stone and Other Mineral Products Machine Operators"
8121,8121,Isco08,Metal işleme tesisi operatörleri,Metal Processing Plant Operators
8122,8122,Isco08,"Metal bitirme, kaplama ve boyama makinesi operatörleri","Metal Finishing, Plating and Coating Machine Operators"
8131,8131,Isco08,Kimyasal ürün tesisi ve makine operatörleri,Chemical Products Plant and Machine Operators
8132,8132,Isco08,Fotoğraf ürünleri makine operatörleri,Photographic Products Machine Operators
8141,8141,Isco08,Kauçuk ürünleri makine operatörleri,Rubber Products Machine Operators
8142,8142,Isco08,Plastik ürünleri makine operatörleri,Plastic Products Machine Operators
8143,8143,Isco08,Kâğıt ürünleri makine operatörleri,Paper Products Machine Operators
8151,8151,Isco08,"Elyaf hazırlama, eğirme ve sarma makinesi operatörleri","Fibre Preparing, Spinning and Winding Machine Operators"
8152,8152,Isco08,Dokuma ve örme makinesi operatörleri,Weaving and Knitting Machine Operators
8153,8153,Isco08,Dikiş makinesi operatörleri,Sewing Machine Operators
8154,8154,Isco08,"Ağartma, boyama ve kumaş temizleme makinesi operatörleri","Bleaching, Dyeing and Fabric Cleaning Machine Operators"
8155,8155,Isco08,Kürk ve deri hazırlama makinesi operatörleri,Fur and Leather Preparing Machine Operators
8156,8156,Isco08,Ayakkabı yapımı ve ilgili makine operatörleri,Shoemaking and Related Machine Operators
8157,8157,Isco08,Çamaşırhane makine operatörleri,Laundry Machine Operators
8159,8159,Isco08,"Tekstil, kürk ve deri ürünleri makine operatörleri (bys)","Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified"
8160,8160,Isco08,Gıda ve ilgili ürünler makine operatörleri,Food and Related Products Machine Operators
8171,8171,Isco08,Kâğıt hamuru ve kâğıt yapım tesisi operatörleri,Pulp and Papermaking Plant Operators
8172,8172,Isco08,Ahşap işleme tesisi operatörleri,Wood Processing Plant Operators
8181,8181,Isco08,Cam ve seramik tesisi operatörleri,Glass and Ceramics Plant Operators
8182,8182,Isco08,Buhar makinesi ve kazan operatörleri,Steam Engine and Boiler Operators
8183,8183,Isco08,"Paketleme, şişeleme ve etiketleme makinesi operatörleri","Packing, Bottling and Labelling Machine Operators"
8189,8189,Isco08,Sabit tesis ve makine operatörleri (bys),Stationary Plant and Machine Operators Not Elsewhere Classified
8211,8211,Isco08,Mekanik makine montajcıları,Mechanical Machinery Assemblers
8212,8212,Isco08,Elektrikli ve elektronik ekipman montajcıları,Electrical and Electronic Equipment Assemblers
8219,8219,Isco08,Montajcılar (bys),Assemblers Not Elsewhere Classified
8311,8311,Isco08,Lokomotif makinistleri,Locomotive Engine Drivers
8312,8312,Isco08,"Demiryolu fren, sinyal ve makas operatörleri","Railway Brake, Signal and Switch Operators"
8321,8321,Isco08,Motosiklet sürücüleri,Motorcycle Drivers
8322,8322,Isco08,"Otomobil, taksi ve kamyonet sürücüleri","Car, Taxi and Van Drivers"
8331,8331,Isco08,Otobüs ve tramvay sürücüleri,Bus and Tram Drivers
8332,8332,Isco08,Ağır kamyon ve tır sürücüleri,Heavy Truck and Lorry Drivers
8341,8341,Isco08,Hareketli tarım ve ormancılık makinesi operatörleri,Mobile Farm and Forestry Plant Operators
8342,8342,Isco08,Hafriyat ve ilgili iş makinesi operatörleri,Earthmoving and Related Plant Operators
8343,8343,Isco08,"Vinç, kaldırma ve ilgili tesis operatörleri","Crane, Hoist and Related Plant Operators"
8344,8344,Isco08,Forklift operatörleri,Lifting Truck Operators
8350,8350,Isco08,Gemi güverte tayfaları ve ilgili çalışanlar,Ships' Deck Crews and Related Workers
9111,9111,Isco08,Ev temizlikçileri ve yardımcıları,Domestic Cleaners and Helpers
9112,9112,Isco08,"Ofis, otel ve diğer kuruluşlarda temizlikçiler ve yardımcılar","Cleaners and Helpers in Offices, Hotels and Other Establishments"
9121,9121,Isco08,Elde çamaşır yıkayıcılar ve ütücüler,Hand Launderers and Pressers
9122,9122,Isco08,Araç temizleyicileri,Vehicle Cleaners
9123,9123,Isco08,Cam temizleyicileri,Window Cleaners
9129,9129,Isco08,Diğer temizlik işçileri,Other Cleaning Workers
9211,9211,Isco08,Bitkisel üretim tarım işçileri,Crop Farm Labourers
9212,9212,Isco08,Hayvancılık işçileri,Livestock Farm Labourers
9213,9213,Isco08,Karma bitkisel ve hayvansal üretim tarım işçileri,Mixed Crop and Livestock Farm Labourers
9214,9214,Isco08,Bahçe ve bahçe bitkileri işçileri,Garden and Horticultural Labourers
9215,9215,Isco08,Ormancılık işçileri,Forestry Labourers
9216,9216,Isco08,Balıkçılık ve su ürünleri işçileri,Fishery and Aquaculture Labourers
9311,9311,Isco08,Madencilik ve taş ocağı işçileri (vasıfsız),Mining and Quarrying Labourers
9312,9312,Isco08,Altyapı inşaat işçileri,Civil Engineering Labourers
9313,9313,Isco08,Bina inşaat işçileri,Building Construction Labourers
9321,9321,Isco08,Elle paketleyiciler,Hand Packers
9329,9329,Isco08,İmalat işçileri (bys),Manufacturing Labourers Not Elsewhere Classified
9331,9331,Isco08,El ve pedal araçları sürücüleri,Hand and Pedal Vehicle Drivers
9332,9332,Isco08,Hayvan çekişli araç ve makine sürücüleri,Drivers of Animal-drawn Vehicles and Machinery
9333,9333,Isco08,Yük taşıyıcıları (hamallar),Freight Handlers
9334,9334,Isco08,Raf doldurucular (reyon görevlileri),Shelf Fillers
9411,9411,Isco08,Hızlı yiyecek hazırlayıcıları,Fast Food Preparers
9412,9412,Isco08,Mutfak yardımcıları (bulaşıkçılar),Kitchen Helpers
9510,9510,Isco08,Sokak ve ilgili hizmet çalışanları,Street and Related Service Workers
9520,9520,Isco08,Seyyar satıcılar (gıda hariç),Street Vendors (excluding Food)
9611,9611,Isco08,Çöp ve geri dönüşüm toplayıcıları,Garbage and Recycling Collectors
9612,9612,Isco08,Atık ayırıcıları,Refuse Sorters
9613,9613,Isco08,Çöpçüler ve ilgili işçiler,Sweepers and Related Labourers
9621,9621,Isco08,"Kuryeler, paket dağıtıcıları ve bagaj taşıyıcıları","Messengers, Package Deliverers and Luggage Porters"
9622,9622,Isco08,Ufak tefek iş yapanlar,Odd Job Persons
9623,9623,Isco08,Sayaç okuyucuları ve otomat para toplayıcıları,Meter Readers and Vending-machine Collectors
9624,9624,Isco08,Su ve yakacak odun toplayıcıları,Water and Firewood Collectors
9629,9629,Isco08,Nitelik gerektirmeyen işlerde çalışanlar (bys),Elementary Workers Not Elsewhere Classified
0110,0110,Isco08,Muvazzaf silahlı kuvvetler subayları,Commissioned Armed Forces Officers
0210,0210,Isco08,Silahlı kuvvetler astsubayları,Non-commissioned Armed Forces Officers
0310,0310,Isco08,Silahlı kuvvetler diğer rütbeleri (er ve erbaşlar),"Armed Forces Occupations, Other Ranks"
EK-0001,2512,Curated,Backend Developer,Backend Developer
EK-0002,2513,Curated,Frontend Developer,Frontend Developer
EK-0003,2512,Curated,Full Stack Developer,Full Stack Developer
EK-0004,2514,Curated,Mobil Uygulama Geliştirici,Mobile Application Developer
EK-0005,2514,Curated,iOS Developer,iOS Developer
EK-0006,2514,Curated,Android Developer,Android Developer
EK-0007,2512,Curated,Yazılım Mühendisi,Software Engineer
EK-0008,2512,Curated,Kıdemli Yazılım Mühendisi,Senior Software Engineer
EK-0009,2512,Curated,Staff / Principal Yazılım Mühendisi,Staff / Principal Software Engineer
EK-0010,2512,Curated,Yazılım Mimarı,Software Architect
EK-0011,2512,Curated,Gömülü Yazılım Geliştirici,Embedded Software Developer
EK-0012,2512,Curated,Oyun Geliştirici,Game Developer
EK-0013,2519,Curated,Test Otomasyon Mühendisi,Test Automation Engineer
EK-0014,2519,Curated,QA / Test Mühendisi,QA / Test Engineer
EK-0015,2519,Curated,Yazılım Test Uzmanı (Manuel),Software Tester (Manual)
EK-0016,2522,Curated,DevOps Mühendisi,DevOps Engineer
EK-0017,2522,Curated,Site Reliability Engineer (SRE),Site Reliability Engineer (SRE)
EK-0018,2522,Curated,Bulut (Cloud) Mühendisi,Cloud Engineer
EK-0019,2522,Curated,Platform Mühendisi,Platform Engineer
EK-0020,2523,Curated,Ağ (Network) Mühendisi,Network Engineer
EK-0021,2529,Curated,Siber Güvenlik Uzmanı,Cybersecurity Specialist
EK-0022,2529,Curated,Bilgi Güvenliği Mühendisi,Information Security Engineer
EK-0023,2529,Curated,Sızma Testi Uzmanı (Pentester),Penetration Tester
EK-0024,2521,Curated,Veri Mühendisi,Data Engineer
EK-0025,2521,Curated,Veri Tabanı Yöneticisi (DBA),Database Administrator (DBA)
EK-0026,2120,Curated,Veri Bilimci,Data Scientist
EK-0027,2120,Curated,Makine Öğrenmesi Mühendisi,Machine Learning Engineer
EK-0028,2120,Curated,Yapay Zekâ Mühendisi,AI Engineer
EK-0029,2511,Curated,Veri Analisti,Data Analyst
EK-0030,2511,Curated,İş Analisti,Business Analyst
EK-0031,2511,Curated,İş Zekâsı (BI) Uzmanı,Business Intelligence (BI) Specialist
EK-0032,2511,Curated,Ürün Analisti,Product Analyst
EK-0033,2511,Curated,Sistem Analisti / ERP Danışmanı,Systems Analyst / ERP Consultant
EK-0034,2511,Curated,SAP Danışmanı,SAP Consultant
EK-0035,1330,Curated,Ürün Yöneticisi (Product Manager),Product Manager
EK-0036,1330,Curated,Ürün Sahibi (Product Owner),Product Owner
EK-0037,1330,Curated,Teknik Ürün Yöneticisi,Technical Product Manager
EK-0038,1330,Curated,Proje Yöneticisi (BT),IT Project Manager
EK-0039,1330,Curated,Scrum Master,Scrum Master
EK-0040,1330,Curated,Engineering Manager,Engineering Manager
EK-0041,1330,Curated,Yazılım Ekip Lideri (Tech Lead),Tech Lead
EK-0042,1330,Curated,Teknolojiden Sorumlu Genel Müdür Yardımcısı (CTO),Chief Technology Officer (CTO)
EK-0043,1330,Curated,Bilgi İşlem Müdürü,IT Manager
EK-0044,2166,Curated,UX Tasarımcısı,UX Designer
EK-0045,2166,Curated,UI Tasarımcısı,UI Designer
EK-0046,2166,Curated,Ürün Tasarımcısı,Product Designer
EK-0047,2166,Curated,UX Araştırmacısı,UX Researcher
EK-0048,3512,Curated,BT Destek Uzmanı (Helpdesk),IT Support Specialist (Helpdesk)
EK-0049,3513,Curated,Sistem ve Ağ Destek Uzmanı,Systems and Network Support Specialist
EK-0050,2519,Curated,Teknik Yazar,Technical Writer
EK-0051,2434,Curated,Yazılım Satış Uzmanı (SaaS),Software Sales Executive (SaaS)
EK-0052,2434,Curated,Çözüm Mühendisi (Pre-sales),Solutions Engineer (Pre-sales)
EK-0053,2519,Curated,Müşteri Başarı Yöneticisi (SaaS),Customer Success Manager (SaaS)
EK-0054,2141,Curated,Kalite Mühendisi,Quality Engineer
EK-0055,2141,Curated,Üretim Mühendisi,Production Engineer
EK-0056,2141,Curated,Proses Mühendisi,Process Engineer
EK-0057,2141,Curated,Yalın Üretim / Sürekli İyileştirme Uzmanı,Lean / Continuous Improvement Specialist
EK-0058,2144,Curated,Makine Tasarım Mühendisi,Mechanical Design Engineer
EK-0059,2144,Curated,Bakım Mühendisi,Maintenance Engineer
EK-0060,2144,Curated,Otomotiv Mühendisi,Automotive Engineer
EK-0061,2144,Curated,Ar-Ge Mühendisi,R&D Engineer
EK-0062,2142,Curated,Şantiye Şefi,Site Manager (Construction)
EK-0063,2142,Curated,Yapı Denetim Mühendisi,Building Inspection Engineer
EK-0064,2142,Curated,Metraj ve Hakediş Mühendisi,Quantity Surveyor
EK-0065,2151,Curated,Elektrik Proje Mühendisi,Electrical Project Engineer
EK-0066,2151,Curated,Enerji Sistemleri Mühendisi,Energy Systems Engineer
EK-0067,2152,Curated,Donanım Tasarım Mühendisi,Hardware Design Engineer
EK-0068,2152,Curated,Mekatronik Mühendisi,Mechatronics Engineer
EK-0069,2149,Curated,Otomasyon ve Kontrol Mühendisi,Automation and Control Engineer
EK-0070,2149,Curated,İş Sağlığı ve Güvenliği Uzmanı,Occupational Health and Safety Specialist
EK-0071,2149,Curated,Kalite Güvence Yöneticisi,Quality Assurance Manager
EK-0072,2145,Curated,Gıda Mühendisi,Food Engineer
EK-0073,2145,Curated,Tekstil Mühendisi,Textile Engineer
EK-0074,2146,Curated,Metalurji ve Malzeme Mühendisi,Metallurgical and Materials Engineer
EK-0075,2149,Curated,Havacılık ve Uzay Mühendisi,Aerospace Engineer
EK-0076,2149,Curated,Biyomedikal Mühendisi,Biomedical Engineer
EK-0077,2161,Curated,Proje Mimarı,Project Architect
EK-0078,3118,Curated,CAD Teknik Ressamı,CAD Draughtsperson
EK-0079,2411,Curated,Mali Müşavir (SMMM),Certified Public Accountant
EK-0080,2411,Curated,Muhasebe Uzmanı,Accounting Specialist
EK-0081,2411,Curated,Muhasebe Müdürü,Accounting Manager
EK-0082,2411,Curated,Denetçi (Bağımsız Denetim),Auditor
EK-0083,2411,Curated,İç Denetçi,Internal Auditor
EK-0084,2413,Curated,Finansal Raporlama Uzmanı,Financial Reporting Specialist
EK-0085,2413,Curated,Bütçe ve Planlama Uzmanı,Budget and Planning Specialist
EK-0086,2413,Curated,Kurumsal Finansman Uzmanı,Corporate Finance Specialist
EK-0087,2413,Curated,Yatırım Analisti,Investment Analyst
EK-0088,2413,Curated,Risk Analisti,Risk Analyst
EK-0089,1211,Curated,Finans Direktörü (CFO),Chief Financial Officer (CFO)
EK-0090,1211,Curated,Finansal Kontrolör,Financial Controller
EK-0091,3312,Curated,Bankacılık Müşteri Temsilcisi,Bank Customer Representative
EK-0092,3312,Curated,Kurumsal Bankacılık Portföy Yöneticisi,Corporate Banking Relationship Manager
EK-0093,3321,Curated,Sigorta Uzmanı,Insurance Specialist
EK-0094,2120,Curated,Aktüer,Actuary
EK-0095,2611,Curated,Şirket Avukatı (Hukuk Müşaviri),In-house Legal Counsel
EK-0096,2611,Curated,Serbest Avukat,Attorney at Law
EK-0097,2619,Curated,Uyum (Compliance) Uzmanı,Compliance Specialist
EK-0098,2619,Curated,Kişisel Verilerin Korunması (KVKK) Uzmanı,Data Protection Specialist
EK-0099,3411,Curated,Hukuk Asistanı (Paralegal),Paralegal
EK-0100,1212,Curated,İnsan Kaynakları Direktörü,Human Resources Director
EK-0101,2423,Curated,İnsan Kaynakları Uzmanı,Human Resources Specialist
EK-0102,2423,Curated,İnsan Kaynakları İş Ortağı (HRBP),HR Business Partner
EK-0103,2423,Curated,İşe Alım Uzmanı,Recruitment Specialist
EK-0104,2423,Curated,Teknik İşe Alım Uzmanı,Technical Recruiter
EK-0105,2423,Curated,Ücret ve Yan Haklar Uzmanı,Compensation and Benefits Specialist
EK-0106,2424,Curated,Eğitim ve Gelişim Uzmanı,Learning and Development Specialist
EK-0107,4416,Curated,Özlük İşleri Uzmanı,Personnel Affairs Specialist
EK-0108,4313,Curated,Bordro Uzmanı,Payroll Specialist
EK-0109,3343,Curated,Yönetici Asistanı,Executive Assistant
EK-0110,4110,Curated,Ofis Asistanı,Office Assistant
EK-0111,1219,Curated,İdari İşler Müdürü,Administrative Affairs Manager
EK-0112,2421,Curated,Yönetim Danışmanı,Management Consultant
EK-0113,2421,Curated,Strateji Uzmanı,Strategy Specialist
EK-0114,1213,Curated,Operasyon Müdürü,Operations Manager
EK-0115,1120,Curated,Genel Müdür,General Manager
EK-0116,1120,Curated,Kurucu / Girişimci,Founder / Entrepreneur
EK-0117,3322,Curated,Satış Temsilcisi,Sales Representative
EK-0118,3322,Curated,Kurumsal Satış Yöneticisi (B2B),Key Account Manager (B2B)
EK-0119,3322,Curated,Saha Satış Uzmanı,Field Sales Specialist
EK-0120,1221,Curated,Satış Müdürü,Sales Manager
EK-0121,1221,Curated,Bölge Satış Müdürü,Regional Sales Manager
EK-0122,3322,Curated,İş Geliştirme Uzmanı,Business Development Specialist
EK-0123,1221,Curated,İş Geliştirme Müdürü,Business Development Manager
EK-0124,2431,Curated,Pazarlama Uzmanı,Marketing Specialist
EK-0125,1221,Curated,Pazarlama Müdürü,Marketing Manager
EK-0126,2431,Curated,Dijital Pazarlama Uzmanı,Digital Marketing Specialist
EK-0127,2431,Curated,Performans Pazarlama Uzmanı,Performance Marketing Specialist
EK-0128,2431,Curated,SEO Uzmanı,SEO Specialist
EK-0129,2431,Curated,Sosyal Medya Uzmanı,Social Media Specialist
EK-0130,2431,Curated,İçerik Pazarlama Uzmanı,Content Marketing Specialist
EK-0131,2431,Curated,Marka Yöneticisi,Brand Manager
EK-0132,2431,Curated,Ürün Pazarlama Yöneticisi,Product Marketing Manager
EK-0133,2431,Curated,Growth Uzmanı,Growth Specialist
EK-0134,2432,Curated,Kurumsal İletişim Uzmanı,Corporate Communications Specialist
EK-0135,2641,Curated,Metin Yazarı (Copywriter),Copywriter
EK-0136,2641,Curated,İçerik Editörü,Content Editor
EK-0137,2166,Curated,Grafik Tasarımcı,Graphic Designer
EK-0138,2166,Curated,Video Editörü,Video Editor
EK-0139,2166,Curated,Motion / Animasyon Tasarımcısı,Motion Designer
EK-0140,3339,Curated,E-ticaret Uzmanı,E-commerce Specialist
EK-0141,3323,Curated,Kategori / Satın Alma Uzmanı (Perakende),Category / Buying Specialist (Retail)
EK-0142,4222,Curated,Müşteri Hizmetleri Temsilcisi,Customer Service Representative
EK-0143,4222,Curated,Müşteri Deneyimi Uzmanı,Customer Experience Specialist
EK-0144,5244,Curated,Çağrı Merkezi Takım Lideri,Call Centre Team Leader
EK-0145,1324,Curated,Tedarik Zinciri Müdürü,Supply Chain Manager
EK-0146,3323,Curated,Satın Alma Uzmanı,Procurement Specialist
EK-0147,1324,Curated,Satın Alma Müdürü,Procurement Manager
EK-0148,3323,Curated,Planlama Uzmanı (Üretim / Talep),Planning Specialist (Production / Demand)
EK-0149,1324,Curated,Lojistik Müdürü,Logistics Manager
EK-0150,3331,Curated,Lojistik Operasyon Uzmanı,Logistics Operations Specialist
EK-0151,3331,Curated,Dış Ticaret Uzmanı (İthalat / İhracat),Foreign Trade Specialist (Import / Export)
EK-0152,1324,Curated,Depo Müdürü,Warehouse Manager
EK-0153,4321,Curated,Depo Sorumlusu,Warehouse Supervisor
EK-0154,3122,Curated,Üretim Vardiya Amiri,Production Shift Supervisor
EK-0155,3122,Curated,Kalite Kontrol Teknikeri,Quality Control Technician
EK-0156,7223,Curated,CNC Operatörü,CNC Operator
EK-0157,3115,Curated,Makine Bakım Teknisyeni,Machine Maintenance Technician
EK-0158,3113,Curated,Elektrik Bakım Teknisyeni,Electrical Maintenance Technician
EK-0159,8332,Curated,Tır Şoförü,Truck Driver
EK-0160,9621,Curated,Motorlu Kurye,Motorcycle Courier
EK-0161,2212,Curated,Uzman Doktor (Dahiliye),Internal Medicine Specialist
EK-0162,2212,Curated,Uzman Doktor (Cerrahi),Surgeon
EK-0163,2212,Curated,Uzman Doktor (Psikiyatri),Psychiatrist
EK-0164,2212,Curated,Uzman Doktor (Kadın Hastalıkları ve Doğum),Obstetrician-Gynaecologist
EK-0165,2212,Curated,Uzman Doktor (Çocuk Sağlığı),Paediatrician
EK-0166,2212,Curated,Radyolog,Radiologist
EK-0167,2212,Curated,Anesteziyoloji Uzmanı,Anaesthesiologist
EK-0168,2211,Curated,Aile Hekimi,Family Physician
EK-0169,2211,Curated,Asistan Doktor,Resident Physician
EK-0170,2211,Curated,İşyeri Hekimi,Occupational Physician
EK-0171,2221,Curated,Yoğun Bakım Hemşiresi,Intensive Care Nurse
EK-0172,2221,Curated,Ameliyathane Hemşiresi,Operating Room Nurse
EK-0173,2221,Curated,Sorumlu Hemşire (Başhemşire),Head Nurse
EK-0174,2634,Curated,Klinik Psikolog,Clinical Psychologist
EK-0175,2634,Curated,Psikolojik Danışman,Counselling Psychologist
EK-0176,2262,Curated,Serbest Eczacı,Community Pharmacist
EK-0177,2262,Curated,Hastane Eczacısı,Hospital Pharmacist
EK-0178,2261,Curated,Ortodontist,Orthodontist
EK-0179,3212,Curated,Tıbbi Laboratuvar Teknikeri,Medical Laboratory Technician
EK-0180,3211,Curated,Radyoloji Teknikeri,Radiology Technician
EK-0181,3258,Curated,Paramedik,Paramedic
EK-0182,2269,Curated,Ergoterapist,Occupational Therapist
EK-0183,2433,Curated,Tıbbi Satış Mümessili,Medical Sales Representative
EK-0184,2433,Curated,Klinik Araştırma Uzmanı,Clinical Research Associate
EK-0185,1342,Curated,Hastane Müdürü,Hospital Administrator
EK-0186,2330,Curated,Matematik Öğretmeni,Mathematics Teacher
EK-0187,2330,Curated,İngilizce Öğretmeni,English Teacher
EK-0188,2330,Curated,Fen Bilimleri Öğretmeni,Science Teacher
EK-0189,2330,Curated,Türkçe ve Edebiyat Öğretmeni,Turkish Language and Literature Teacher
EK-0190,2341,Curated,Sınıf Öğretmeni,Classroom Teacher (Primary)
EK-0191,2342,Curated,Anaokulu Öğretmeni,Kindergarten Teacher
EK-0192,2310,Curated,Öğretim Üyesi (Dr. Öğr. Üyesi / Doçent / Profesör),Faculty Member (Assistant / Associate / Full Professor)
EK-0193,2310,Curated,Araştırma Görevlisi,Research Assistant (University)
EK-0194,2359,Curated,Rehberlik ve Psikolojik Danışman (Okul),School Counsellor
EK-0195,2359,Curated,Eğitim Koordinatörü,Education Coordinator
EK-0196,2359,Curated,Özel Ders Öğretmeni,Private Tutor
EK-0197,2424,Curated,Kurumsal Eğitmen,Corporate Trainer
EK-0198,1345,Curated,Okul Müdürü,School Principal
EK-0199,2131,Curated,Moleküler Biyolog ve Genetik Uzmanı,Molecular Biologist and Geneticist
EK-0200,2113,Curated,Analitik Kimya Uzmanı (Laboratuvar),Analytical Chemist
EK-0201,3111,Curated,Laboratuvar Teknikeri,Laboratory Technician
EK-0202,2133,Curated,Sürdürülebilirlik Uzmanı,Sustainability Specialist
EK-0203,2631,Curated,Ekonomist (Araştırma),Research Economist
EK-0204,2120,Curated,İstatistikçi,Statistician
EK-0205,1411,Curated,Otel Genel Müdürü,Hotel General Manager
EK-0206,4224,Curated,Ön Büro Görevlisi,Front Office Agent
EK-0207,3434,Curated,Mutfak Şefi (Executive Chef),Executive Chef
EK-0208,5120,Curated,Aşçı Yardımcısı (Commis),Commis Chef
EK-0209,5131,Curated,Garson,Waiter / Waitress
EK-0210,5132,Curated,Barista,Barista
EK-0211,1412,Curated,Restoran Müdürü,Restaurant Manager
EK-0212,5222,Curated,Mağaza Müdürü,Store Manager
EK-0213,5223,Curated,Mağaza Satış Danışmanı,Retail Sales Associate
EK-0214,5230,Curated,Kasiyer,Cashier
EK-0215,5141,Curated,Kuaför / Berber,Hairdresser / Barber
EK-0216,5142,Curated,Estetisyen,Beautician
EK-0217,3423,Curated,Kişisel Antrenör (PT),Personal Trainer
EK-0218,5113,Curated,Turist Rehberi,Tour Guide
EK-0219,5111,Curated,Kabin Memuru,Flight Attendant
EK-0220,3153,Curated,Pilot (Havayolu),Airline Pilot
EK-0221,5414,Curated,Özel Güvenlik Görevlisi,Private Security Guard
EK-0222,9112,Curated,Temizlik Görevlisi,Cleaner
EK-0223,5311,Curated,Çocuk Bakıcısı,Nanny
EK-0224,5322,Curated,Hasta ve Yaşlı Bakıcısı,Home Care Worker
EK-0225,7411,Curated,Elektrikçi,Electrician
EK-0226,7126,Curated,Sıhhi Tesisatçı,Plumber
EK-0227,7212,Curated,Kaynakçı,Welder
EK-0228,7231,Curated,Oto Tamircisi (Mekaniker),Auto Mechanic
EK-0229,7127,Curated,Klima Teknisyeni,HVAC Technician
EK-0230,7115,Curated,Marangoz,Carpenter
EK-0231,7112,Curated,Duvar Ustası,Bricklayer
EK-0232,3123,Curated,İnşaat Formeni,Construction Foreman
EK-0233,8342,Curated,İş Makinesi Operatörü,Heavy Equipment Operator
EK-0234,2142,Curated,Harita Teknikeri,Survey Technician
EK-0235,3352,Curated,Vergi Müfettişi,Tax Inspector
EK-0236,2422,Curated,Uzman (Kamu),Public Sector Specialist
EK-0237,4110,Curated,Memur (Kamu),Civil Servant (Clerical)
EK-0238,5412,Curated,Polis Memuru,Police Officer
EK-0239,2642,Curated,Muhabir,Reporter
EK-0240,2642,Curated,Editör (Basın / Yayın),Editor (Press / Publishing)
EK-0241,2643,Curated,Çevirmen (Yazılı),Translator
EK-0242,2643,Curated,Simültane Tercüman,Conference Interpreter
EK-0243,3431,Curated,Fotoğrafçı,Photographer
EK-0244,3432,Curated,İç Mimar,Interior Architect
EK-0245,2163,Curated,Moda Tasarımcısı,Fashion Designer
EK-0246,2163,Curated,Endüstriyel Tasarımcı,Industrial Designer
EK-0247,2652,Curated,Müzisyen,Musician
EK-0248,3332,Curated,Etkinlik Yöneticisi,Event Manager
EK-0249,3334,Curated,Gayrimenkul Danışmanı,Real Estate Consultant
EK-0250,2132,Curated,Ziraat Mühendisi,Agricultural Engineer
